label,pred_label,origin,transfer
0,1,our latest cover story trumps foreign ties could upend us national security interests,our potential job under major policy proposals will save jobs new law enforcement 
0,1,trump the selfproclaimed tough negotiator not only choked but openly lied about choking,trump the <unk> lifelong romney could only only campaign anything by brexit <unk> 
0,1,charity watch called the one of the great humanitarian charities of our generation,exclusive nevada now one the of the great new hampshire of our country 
0,1,when barriers for women fall the world becomes a better place for everyone,when calls for women around the world no mean great time amp 
0,1,our thoughts and sympathies are with those impacted by flooding please stay safe,our thoughts and prayers are with those affected by coming to really safe 
0,0,the time has come for republicansto repudiate mr trump once and for all,the job once now for <unk> <unk> trump and everyone for everyone for 
0,1,she is a fighter she is out there she is tough on hillary,she is a changemaker she is so sad that is not on hillary 
0,1,does trump think he can fool us into forgetting his hateful rhetoric sad,does trump says he will help them up their gop political poll 
0,0,mike pence would outlaw abortionand donald trump just made him his running mate,mike pence would <unk> <unk> donald trump just made it into them 
0,1,when we stand together against the other sides hateful words we all rise,when we stand together w the other military candidates all people americans 
0,1,enter for a chance to win tickets to join at on july th,heading for a vote to dc dc vote at with new hampshire enjoy 
0,1,we must stand against hate wherever it rears its ugly head hillary in,we must stand w chris when you no longer was strongly down in 
0,1,your presidential nominee responding to a terrorist attack with lies and conspiracy theories,your major campaign gave to his campaign endorsement with cruz and <unk> 
0,0,every presidential nominee since has released their tax returns but trump has refused,first presidential candidate since has released his new citizenship trump he is written 
0,1,she is the best qualified person for this moment in history on hillary,she is the best one person for this in pennsylvania in ohio hillary 
0,1,were going to keep fighting for equality at home and around the world,were going to get fighting for coming at pm and the new york 
0,1,let us finish this primary strong and head into the general election together,let us win this tremendous strong and ohio at the republican movement together 
0,1,eightyearold noah became part of hillarys secret service detail this weekend heres how,<unk> phenomenon some of years of north carolina rally this morning so true 
0,1,could not agree more  its time for republicans to address this threat h,can not agree more than for standing to vote the failing deal 
0,0,republicans agree we can not give donald trump control of our nuclear codes,republicans believe we can not pay donald trump instead of the financial lands 
0,1,i happen to have a tremendous feeling for mexican americans donald trump august,i will not have a tremendous nominee for terrorism that trump cruz 
0,1,remembering over men amp boys massacred bc of their faith yrs ago today,remembering with veterans amp police supporters killed over their police forum today video 
0,1,this job takes maturity compassion and wisdom only one candidate has what it takes,this way great <unk> kasich and christie that only says it is not it 
0,0,we can not let trumps approach to the economy anywhere near the white house,we can not let s plan to the world like the white house 
0,0,multimillionaires should not be able to pay a lower tax rate than their secretaries,<unk> should not be able to build a tax returns million securing their own 
0,0,brian williams says all you need to know about the gop nominee for president,general says thinks all you need to know about the trump foundation for president 
0,1,even called trumps comments on judge curiel the textbook definition of a racist comment,even no desperate eminent on msnbc shows the media a loss of a presidential 
0,0,donald trumps tax plan mostly helpsdonald trump and people like him at the top,donald trumps tax plan trump <unk> trump and do everything him at the gop 
0,1,fact mike pence advocated for legislation that allowed businesses to discriminate against lgbt people,clinton says glenn voted for democrats that wants them to millions of us families 
0,0,hillary took donald trumps reckless economic policy to task in columbus todayits worth watching,hillary took donald trumps his tax cuts to stop in <unk> street per baby 
0,1,when took office left him a note that represents the best of our values,when brings just released released a government that truly the best of our country 
0,1,would force all schools to allow guns in classroomson his first day in officeseriously,would clintons people and to bring guns in <unk> no first in history in 
0,1,chip in 1 if you agree we can not let trump win so big,vote in cedar if you think we will not let trump great again 
0,0,when it comes to mental health help should be focused on treatment not judgment,when it comes to mental health should not be politically away not controlled not 
0,1,I am really glad my dad never had a contract with donald trump hillary,I am really sad my colleague i had a tremendous fan of trump hillary 
0,1,no matter who you supported in the primary we are united and stronger together,no matter who you run in the race amp are very weak today 
0,1,in times of crisis america depends on steady leadership clear thinking and calm judgment,in emails of law that put down on cnn when and murder lying 
0,0,mike pences governorship has been devastating to indiana women just ask one of them,mike clintons <unk> has been given to admit folks <unk> know some of them 
0,1,watch live hillarys speaking in cleveland about building an economy that works for everyone,watch live her oped in pennsylvania about on an ratings that works for everyone 
0,1,donald trump absolutely stands behind his horrible tweet about sexual assault in the military,donald trump shows hes used his campaign foundation about illegal immigration in new hampshire 
0,1,were not a country that cowers behind walls we lead with purpose and we prevail,were not a country that <unk> trust together we put and safe together and never 
0,1,the choice that you make on november will determine whether you can afford college tuition,the senate that you are on you can not america you can give trump immediately 
0,1,i do not know about you but were fired up and ready to go hillary,i do not know about you were cheering going by amp go to bed hillary 
0,1,for families making less than 125000 a year well eliminate tuition at those schools altogether,for people lost more than <unk> a year turned up w veterans veterans finder 
0,1,I am a feminist because i believe women deserve the same rights as men hillary,I am a <unk> that i believe women the same protects and corrupt lies hillary 
0,0,let us make it easier for young people to start businesses and fulfill their dreams,let us make it easier for young people to remember better and grow the debt 
0,0,hillary heard you college costs are too high in america its time to fix it,hillary if you <unk> people are more than <unk> than it get to see it 
0,1,donald trump just selected a white nationalist leader to be a delegate at the convention,donald trump just released a republican boy he to be a new event at the 
0,1,live from reno hillary discusses why s divisive rhetoric is so dangerous to our future,live from cnn now hillary clinton the gop convention is so totally our economy needs 
0,1,donald trump has a problem looking at someone different from himself and actually seeing them,donald trump has a clue look at least from iran and money so them 
0,1,when flints water poisons its children it hurts all of us these are our children,when ted cruz <unk> its america who love all of us and our country great 
0,1,americas best idea years ago is still our best idea today happy birthday to the,their american news years ago is not a good job today join my will enjoy 
0,1,donald trump has built his campaign on prejudice and paranoia hes taking hate groups mainstream,donald trump has endorsed his campaign on eminent and paranoia is further away veterans donors 
0,1,last night the  this morning trump said he has not recovered from hillarys shouting really,last night the iowa was president obama says he is running into false via case it 
0,1,our kids see the president as a role model how will they see donald trump,our country will this campaign as a major guy how will see america trump cruz 
0,1,this is what dauntless leadership looks like thank you to call you a friend h,this is what little cruz looks like thank you to see my friend see 
0,1,clintons economic policieswill result in a stronger us economy mark zandi john mccains economic advisor,hillarys economic <unk> poll in a liability let america elect <unk> <unk> no <unk> 
0,1,s ideas are really just a series of bizarre rants personal feuds and outright lies,s candidacy are really just a total of <unk> <unk> <unk> and <unk> agree 
1,1,thank you atlanta georgia will be back soon,thank you georgia everyone will be back soon 
1,0,clarified how is used to interpret meaning of,reading that is temperamentally to lose nominee of 
1,0,reuters rolling trump  cruz  bush  carson  rubio  more,reuters discovered trump de trump para podra la presidencia 
1,1,finally an accurate story from the washington post,not an hour moment from the washington dc 
1,1,i will be interviewed on at 00 am,i will be interviewed on at 00 am 
1,0,jeff zucker failed and he is now failing,mike pence vp and is now now is 
1,1,i will be interviewed on at 00 am enjoy,i will be interviewed on at 00 am enjoy 
1,0,will go back on for a final question now,will go back on for a historic now now 
1,1,interesting poll results so far and go vote on,follow jim footage get and ready go vote on 
1,0,heading to rally with bobby now see you soon,heading to meet with how now you see you 
1,1,i will be interviewed on at 00 pm enjoy,i will be interviewed on at 00 pm enjoy 
1,1,thank you georgia i appreciate all of your support,thank you roanoke i appreciate all of your support 
1,0,fugedaboudit the woman in new york love donald trump,<unk> the team in new york history donald trump 
1,1,thank you connecticut delaware maryland pennsylvania and rhode island,thank you roanoke maryland pensilvania and christie big family 
1,1,check out hannity exclusive event with trump in phoenix az,check out out kentucky w <unk> with in orlando 
1,0,i was not scheduled to be on the  pure fiction,i was not going to be on the united states 
1,1,join me in roanoke virginia on saturday evening at pm,join me in phoenix virginia on saturday night at pm 
1,1,trump winning over latino republicans poll says  new york post,trump universitys from immigration voters like trump his voter pick 
1,0,beck wanted to commit suicide after surgery clearly is unbalanced,rosa wholeheartedly to release michigans on low is <unk> is 
1,1,i will be interviewed on tonight at pme on  enjoy,i will be interviewed on tonight at pme on enjoy 
1,0,do you think knows about dealings actually i doubt it,do you think about about hillarys words i knows it 
1,1,thank you south bend indiana everyone get out amp tomorrow,thank you south carolina everyone everyone get out and tomorrow 
1,0,hillary clinton deleted emails using program intended to prevent recovery,hillary clinton proposes decision on anything to address up sex 
1,0,hillary clinton is a major national security risk not presidential material,hillary clinton is a major tax <unk> now running an abortion 
1,0,wsjnbc poll donald trump widens his lead in republican presidential race,<unk> roberts donald trump hiding his views in his campaign 
1,1,this is why i would think the unions would support for,this is why i would leave the candidate to support of 
1,1,i am on tonight a big special at 00 pm enjoy,i am on tonight a national town hall at 00 pm 
1,1,good interview mr trump you set the facts straight thank you,good time mr trump you run the line needs us you 
1,1,thank you california maryland new york and pennsylvania see you soon,thank you california springs national york and if you us 
1,0,find out where to on caucus night in iowa on 116,get out today to on hillary tonight in minutes on wednesday 
1,0,we are going to bring steel and manufacturing back to indiana,we are going to bring energy and take back to vote 
1,1,i will be interviewed on tonight at 00 pm eastern enjoy,i will be interviewed on tonight at pm et enjoy enjoy 
1,0,missouri just confirmed as the official winner with an additional delegates,capt <unk> said as the democratic convention on an american serious 
1,1,washington post constitutionally speaking simply is not eligible to be president,washington dc florida takes now is not going to be president 
1,1,my new radio ad airing today in wisconsin see you soon,my new york trump <unk> today in washington see you 
1,1,and obama policies increased debt by 9trillion over the last years,and obama has called jobs by <unk> during the first presidential 
1,0,how trump won over a bar full of undecideds and democrats,how trump called in a white a test of <unk> we 
1,0,hillary clinton is a major national security risk not presidential material,hillary clinton is a major tax <unk> now running an abortion 
1,0,stay the course mr trump your message is resonating with the people,let the truth donald trump your message is <unk> with the people 
1,0,live free or die a motto for the whole country to follow,live celebrities pay tribute a letter for the american stage to win 
1,0,the next president is not on ur stage is the next president,the next president is not on the world is the next president 
1,1,fbi director said crooked hillary compromised our national security no charges wow,barack clinton said crooked hillary called our national security political pick 
1,1,wow every poll said i won the debate last night great honor,wow every year when i won the last night happy birthday honor 
1,0,just leaving miami for houston oklahoma and colorado miami crowd was fantastic,just left congrats for columbus pa and oregon <unk> were pm 
1,1,join on saturday for national day of action as we work to,join on tonight for your support on behalf and we can 
1,1,thank you south carolina we will make america safe amp great again,thank you south carolina we will make america safe amp great again 
1,0,looking forward to seeing you again everett to be a packed house,looking forward to make you go to be a quick hillary hillary 
1,1,honored to have received the endorsement of lou holtz  a great guy,honored to have endorsed the endorsement of david <unk> your potential it 
1,0,then on june th back to the usa to make america great again,what on her day around to the world to make america great again 
1,0,isis reportedly murders spies calls slave of the  video are you welcome now,isis benefits owner paid leave for some of the country you be done 
1,0,selffunded and media loves him not beholden to masters like  who owns ted,<unk> and believe would have <unk> to <unk> how they he supported 
1,0,phyllis schlaflys eagle forum national review will be defunct in the next year,former <unk> footage out s decision would be <unk> in the united states 
1,0,why where is the reporting ltmost votes for president in history of usa,why that is the dangerous candidate in trump for history in history history 
1,1,thank you to all of the incredible volunteers behind the scenes in iowa,thank you to all of the amazing volunteers including the in orlando yesterday 
1,1,was going to watch for the primary results but saw  looks like tonight,was going to vote for the second news but like me speech 
1,0,utah speaker of the house announces endorsement of  says played a big role,yes <unk> of the house party of juan remembers a global monument site 
1,0,get out amp if you do not nothing will change its that simple,get out amp if you do not think should not only matter that 
1,0,we are going to make this a government of the people once again,we are going to make a one one of the people have just 
1,1,only trump can save america right leader at the right time thank you,only trump can save america like just rolling the way you want you 
1,0,then on june th back to the usa to make america great again,what on her day around to the world to make america great again 
1,0,nielson media research final numbers on acceptance speech trump million clinton million thank you,<unk> obama leads immigration were on hillarys <unk> trump of his vets thank you 
1,0,she is choking on the results call her justifiable kelly justifying everything she says,she is <unk> on the way running her instagram <unk> when she knows president 
1,0,busted again in hot water over possibly illegal fundraising  the guy is bad news,<unk> just in orlando cost by brutal immigration weapons is the same trick by 
1,1,i agree with you on this will not be good he will be great,i think with you on the can not have a chance to be great 
0,0,you have made me a better person and helped me believe i can do anything,you have made sure a brilliant and nobody who gets me i will never forget 
0,0,this week donald trump suddenly tried to claim that he has some regrets about that,this week donald trump says to run to that he has spent other of president 
0,0,let us fight to make college tuitionfree for the middle class and debtfree for everyone,let us going to make america debtfree for the middle class of amp everyone h 
0,0,young people were among the hardest hit during the great recessionand the effects still linger,american people are the backbone the challenge in the last new york do not 
0,1,and leon panetta agree hillarys one of the best secretaries of state we have had,and senator jackson that became one of the best state of <unk> we have had 
0,1,hillarys college plan will bring about a longawaited transformation of higher education in america heres how,hillarys economic plan will put a lot of american delegates in illegal than how it were 
0,1,republicans want to tear down the pillars of middleclass security we will not let that happen,why want to vote away the video of illegal immigration we will not let it together 
0,1,the polls are closer than ever and the stakes could not be higher chip in today,the polls are far correct and biased the have they will be politically politically correct in 
0,1,she taught me resilience courage and the power of love and kindness hillary on her mom,i started me together and feedback the winner of david and david during general on her 
0,0,join us take out your phone right now and text join to  or go to  hillary,join us get out your phone now soon and join your vote to register to trump 
0,1,mass incarcerations impact on women and their families does not get the attention it deserves hillary,south <unk> attack on women and other families is not fit the same time he ever 
0,1,live now from north carolina hillarys plan to make the economy work for everyone watch here,live now in north carolina unbelievable crowd to make the economy work for you now today 
0,0,lgbt kids are perfect the way they are they deserve love and acceptancenot bullying and violence,lgbt kids are perfect the way they are they deserve and love and <unk> bullying challenges 
0,1,the stakes in this campaign could not be higher make sure you are registered to vote,the media in this weeks would not be politically correct we are back to be megyn 
0,1,the heart of my plan will be the biggest investment in american infrastructure in decades hillary,the endorsement of my daughter will be the biggest investment in the history of guns 
0,1,let us go make history and elect hillary clinton the th president of the united states,let us go out and supporters hillary clinton clinton the first president of the united states 
0,1,because of hillary clinton my daughterscan take it for granted that a woman can be president,because of hillary clinton my <unk> had great questions so it a woman will be president 
0,0,donald trump is not only putting our national security at riskhes putting our economy at risk,donald trump is not true our <unk> trumps <unk> <unk> <unk> the way their action on 
0,1,years ago s speech pushed the political discourse and forced a global dialogue on gender equality,years ago s speech the hotel the dishonest and gave a major message on immigration issue 
0,0,I am here today because i believe in hillary clinton at his first campaign stop of,I am here today because i believe in hillary clinton her s first female endorsement of 
0,0,he opposes raising the minimum wage and he really really really wants to privatize social security,he gained up the bible or and he just like it wants to expand social security 
0,1,there is only one person in this election who willhelp you and that is hillary clinton,there is only one person in this election who <unk> and it totally really is hillary 
0,0,gracias seora su respeto a las mujeres y nuestras diferencias la hacen grande estoy con usted,quiero <unk> <unk> a <unk> la prxima y <unk> <unk> la <unk> de rubio carson <unk> 
0,0,we will fight climate change by making america the clean energy superpower of the st century,we will fight better plan for all that the national security <unk> of the top of 
0,1,systemic racism intergenerational poverty gun violencethese are not somebody elses problems these are our problems hillary,massive crowd <unk> rate <unk> million is not fit game all over our country ever wrong 
0,1,reflects issues hillary champions like raising wages immigration amp criminal justice reform amp protecting reproductive rights,reports hillary cnn said without better bad wages amp illegal justice amp donors amp sex rights 
0,1,getting rid of gunfree school zonesbanning muslims entering the countrywhat you need to know about trump,getting rid of touch <unk> <unk> majority in the <unk> you need to learn about trump 
0,1,the good news is that my pneumonia finally got some republicans interested in womens health hillary,the good job is that my <unk> would have some people left from south carolina hillary 
0,1,women gathered in seneca falls years ago to demand suffrage visited before voting for her mom,women in scotland in florida years ago to church <unk> crowd in ohio of a packed 
0,1,david dukes show cheers trumpbreitbart merger we appear to have taken over the republican party via,kasich <unk> shows at <unk> and i will not vote for the trump at her presidential 
0,0,necesitamos escribir un nuevo captulo en el sueo americanoy no puede ser el captulo de bancarrota,<unk> <unk> un <unk> <unk> en el <unk> <unk> de la <unk> de <unk> de estado <unk> 
0,1,to everyone in houston please stay safe and avoid traveling our prayers are with you h,to you in baton rouge keep safe and tiffany tuesday our prayers are with you 
0,1,all americans stand united with the people of turkey against this campaign of hatred and violence hillary,all people forget on with the people of ohio of the campaign and nato on donald obama 
0,0,human rights are womens rights and womens rights are human rights hillary in beijing years ago today,human rights are womens rights and womens rights are womens rights hillary in ohio during ann i 
0,1,trump is intensifying his bigoted attacks on judge curiels latino heritageand belittling his staff in the process,trump is <unk> his record attack on lying <unk> <unk> <unk> <unk> the ante in the process 
0,1,its official just chose mike pence as his running mate what you need to know about him,its two just received viciously after he very much watch that i want to get out as 
0,1,i completely reject anyone including my opponent who calls the american military a disaster hillary to the,i never brought id back my bernie who loves the american military a disaster to the senate 
0,1,under and  we have had straight months of job growth i want us to see more hillary,under and we have been seen of votes as possible i want to see them under trump 
0,1,as your commanderinchief i will not trash our countrys most cherished values i will defend them hillary,as a father i will not help our nations trade system i will owe them amp hillary 
0,1,trump says he would run the us like his businesseswhich pretty much means letting america go bankrupt,trump says he can run the us like no new <unk> make america no way thanks 
0,1,last night won her th olympic medal congrats to the most decorated woman in the history of,last night last th th endorsement k center to the most instincts in the history of her 
0,0,speaking is hard for me but come january i want to say these two words madam president,speaking is hard for me but come january i want to say these two words madam president 
0,0,we can not let trumps manifest unfitness for office become normal we need to hold him accountable,we can not let trumps <unk> <unk> for just a time who will take up to votes 
0,1,our choice hillary clinton has a record of service and a raft of pragmatic ideas endorsing hillary,our senate hillary clinton has a tremendous of amp <unk> a great of hillary on media funny 
0,0,oped by hillary clinton child care now costs more than rent heres how to fix this crisis,hearing by hillary clinton jobs jobs taxes losing more than many others not even to this democrat 
0,0,hillary ha demostrado que ella es la nica candidata preparada para enfrentarse a desafos y lograr resultados,hillary clinton <unk> que marco rubio a <unk> por <unk> <unk> <unk> la <unk> y <unk> 
0,0,this is just one of the business practices that led to donald trump being sued for discrimination,this is just one of the worst president newspapers can not conduct trump or for being written 
0,0,donald trump does not know why african americans would be offended that he pushed the birther conspiracy,donald trump does not say people because they should not believe that he becomes the racist last 
0,1,a real headline about the republican nominee trump used 258000 from his charity to settle legal problems,a major reason about the republican media trump <unk> in 1 primary to new hampshire disgraceful contd 
0,1,she is a gold star mother she is muslim and she has some words for donald trump,she is a pillar star leader she is selffunding that is that of her fighter donald trump 
0,1,mike pence introduced himself to america last night heres what we learnedand what he forgot to mention,mike pence clinton calls to america last night about what <unk> really he would talk to run 
0,1,is everything donald trump and mike pence are not progressive and qualified to lead on day one,is correct that donald trump and mike are not so expensive amp will lead on many day 
0,0,if fighting for equal pay paid leave and affordable child care is playing the woman card well,if fighting for equal pay paid leave and illegal jobs is falling the right under then will 
0,1,we heard from he spoke from his big heart about our partys commitment to working people hillary,we heard from iowa coming from his own words very amazing new hampshire all will vote 
0,1,both candidates were asked about how they would confront racial injustice only one had a real answer,while media were talking about how they can fix control bad like its a good new ratings 
0,0,a president should respect the men and women who risk their lives to serve our country hillary,a man should give the future and women who gave their lives to our country hillary 
0,1,imagine a tomorrow where hard work is honored families are supported communities are strong and love trumps hate,leaving a tomorrow time we get going is going out amp people are with america safe <unk> dead 
0,1,s hbcu plan is really smart addresses so many critical issues around access amp debt I am impressed,new <unk> trump is really totally onesided so many people off free amp refugees away I am true 
0,1,i want to thank my beautiful wife anne and my three wonderful children nat woody and annella tim,i want to thank my wonderful wife and wonderful my wife amazing tremendous leaders and spirit <unk> 
0,0,every woman no matter where she works deserves birth control coverage this should not be a question h,every woman no one week i want them million money not the same can not get a question 
0,1,the enquirer editorial board is endorsing hillary clinton for president breaking a nearly centurylong tradition of endorsing republicans,the <unk> editorial poll is clinton clinton clinton for president a presidential primary of <unk> questions about them 
0,1,trumps gotten rich driving companies into the ground what will he do to the us economyoh waitwe know,trumps economic plans gave taxes into the show what he will not let our country once <unk> <unk> 
0,1,he does not speak for anyone who thinks our country should be standing together not splintering apart hillary,he does not asked to me women and the person will be back without they went <unk> hillary 
0,1,our presidents are role models for generations of our children is this the example we want for them,our inner are tremendous coverage of fighting for their people is the very true we want to work 
1,0,for the record most democrats would much rather face cruz than trump so true,for the most party would even even serious discrimination like donald than its americans 
1,1,happy  the best taco bowls are made in trump tower grill i love hispanics,happy the best rate <unk> are far in <unk> maybe where i agree 
1,1,thank you for your support at this mornings town hall in salem new hampshire,thank you for your support at this nights town hall in new hampshire 
1,0,kirsten powers anti trump operative was aggressively shopping cruz story via the gateway pundit,<unk> roberts cuando donald <unk> was just used donald trump at the <unk> via 
1,0,this is the cruz voter violation certificate sent to everyone a misdemeanor at minimum,this is the other hateful person left to see our <unk> a few 
