,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
10,1,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.14937142857142857,0.57535,0.9982607142857143,0.26994712129531867,1
0,2,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
1,2,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
2,2,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
3,2,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
4,2,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
5,2,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
6,2,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
7,2,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
8,2,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
9,2,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
10,2,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.5161392857142857,0.54805,0.9970535714285713,0.5291972702248294,2
0,3,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
1,3,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
2,3,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
3,3,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
4,3,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
5,3,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
6,3,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
7,3,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
8,3,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
9,3,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
10,3,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.6752724137931037,0.46821379310344824,0.9962103448275861,0.5615094322202819,3
0,4,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
1,4,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
2,4,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
3,4,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
4,4,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
5,4,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
6,4,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
7,4,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
8,4,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
9,4,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
10,4,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.7521249999999998,0.41799642857142855,0.9958999999999998,0.5605644961883729,4
0,5,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
1,5,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
2,5,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
3,5,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
4,5,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
5,5,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
6,5,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
7,5,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
8,5,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
9,5,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
10,5,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.7893142857142855,0.3918964285714286,0.9936607142857142,0.5560701850569671,5
0,6,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
1,6,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
2,6,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
3,6,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
4,6,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
5,6,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
6,6,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
7,6,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
8,6,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
9,6,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
10,6,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.8172827586206897,0.3767827586206896,0.9912724137931035,0.5548859476478674,6
0,7,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
1,7,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
2,7,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
3,7,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
4,7,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
5,7,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
6,7,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
7,7,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
8,7,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
9,7,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
10,7,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.8370214285714287,0.36481785714285714,0.9904285714285714,0.5525814694541699,7
0,8,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
1,8,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
2,8,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
3,8,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
4,8,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
5,8,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
6,8,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
7,8,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
8,8,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
9,8,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
10,8,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.8448857142857144,0.3561571428571429,0.9887428571428571,0.5483919322563343,8
0,9,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
1,9,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
2,9,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
3,9,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
4,9,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
5,9,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
6,9,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
7,9,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
8,9,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
9,9,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.839503448275862,0.35334827586206896,0.9888724137931035,0.5414990712080043,9
0,10,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
5,10,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.8685892857142855,0.3416178571428571,0.9887035714285713,0.544720105650477,10
0,11,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
5,11,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.4351928571428571,0.8791535714285714,0.9900535714285714,0.616324842084963,11
0,12,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
3,12,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
4,12,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
5,12,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
6,12,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
9,12,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.4996758620689655,0.900106896551724,0.9958379310344828,0.6703321274539431,12
0,13,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.5100999999999999,0.9031750000000002,0.9956821428571427,0.67859054659403,13
1,13,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.5100999999999999,0.9031750000000002,0.9956821428571427,0.67859054659403,13
2,13,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.5100999999999999,0.9031750000000002,0.9956821428571427,0.67859054659403,13
3,13,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.5100999999999999,0.9031750000000002,0.9956821428571427,0.67859054659403,13
