,epoch,id,original,reconstruct,transfer
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,10,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,10,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,11,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,11,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,12,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,12,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,12,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,12,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,12,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,12,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,13,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,13,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,13,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,13,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,13,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,13,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,13,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,13,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,13,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,13,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,13,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,14,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,14,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,14,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,14,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,14,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,14,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,14,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,14,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,14,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,14,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,14,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,15,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,15,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,15,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,15,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,15,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,15,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,15,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,15,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,15,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,15,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,15,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,16,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,16,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,16,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,16,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,16,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,16,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,16,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,16,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,16,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,16,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,16,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,17,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,17,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,17,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,17,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,17,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,17,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,17,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,17,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,17,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,17,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,17,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,18,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,18,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,18,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,18,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,18,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,18,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,18,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,18,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,18,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,18,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,18,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,19,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,19,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
2,19,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
"
3,19,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
4,19,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
5,19,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
"
6,19,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
"
7,19,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
"
8,19,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
"
9,19,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
"
10,19,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
"
0,20,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
"
1,20,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
"
