label,pred_label,origin,transfer
0,1,our latest cover story trumps foreign ties could upend us national security interests,our next article attacked trumps economic plans will explain americas wall street borders 
0,1,trump the selfproclaimed tough negotiator not only choked but openly lied about choking,trump the <unk> attitude reporter would only settled but brought lies with trump 
0,1,charity watch called the one of the great humanitarian charities of our generation,declared down as the next of the great state of the american support 
0,0,when barriers for women fall the world becomes a better place for everyone,when fighting for women remember the world a good job for everyone time 
0,1,our thoughts and sympathies are with those impacted by flooding please stay safe,our thoughts and prayers are with those affected by nov hard working safe 
0,1,the time has come for republicansto repudiate mr trump once and for all,the time has voted for <unk> <unk> trump called <unk> for all for 
0,1,she is a fighter she is out there she is tough on hillary,she is a changemaker she is out that is it on crooked hillary 
0,1,does trump think he can fool us into forgetting his hateful rhetoric sad,does trump says he can run up with his other political donors apologize 
0,1,mike pence would outlaw abortionand donald trump just made him his running mate,mike media could <unk> <unk> trump he was fired up this way 
0,1,when we stand together against the other sides hateful words we all rise,when we stand together against the republican party officers all all people all 
0,1,enter for a chance to win tickets to join at on july th,leaving for a chance to visit back to join on with her th 
0,0,we must stand against hate wherever it rears its ugly head hillary in,we must stand against donald chris see was no slam ever win in 
0,1,your presidential nominee responding to a terrorist attack with lies and conspiracy theories,amazing republican campaign continues to a gold star by <unk> and bush <unk> 
0,0,every presidential nominee since has released their tax returns but trump has refused,every presidential candidate since has released his tax returns just cruz ever ever 
0,0,she is the best qualified person for this moment in history on hillary,she is the best darn changemaker for this week in pennsylvania on hillary 
0,0,were going to keep fighting for equality at home and around the world,were going to keep fighting for showing on us and across the world 
0,1,let us finish this primary strong and head into the general election together,let us declare this tremendous strength and support regarding the party movement here 
0,1,eightyearold noah became part of hillarys secret service detail this weekend heres how,<unk> phenomenon killing of two shot strong character that this morning no things 
0,0,could not agree more  its time for republicans to address this threat h,could not agree more its time for to say to this election sad 
0,0,republicans agree we can not give donald trump control of our nuclear codes,obama like we can not give donald trump instead of his own party 
0,1,i happen to have a tremendous feeling for mexican americans donald trump august,i want to have a tremendous endorsement for donald cruz rubio talk trump 
0,1,remembering over men amp boys massacred bc of their faith yrs ago today,thousands of michigan amp killed plus control of their grandmas ohio today endorsed 
0,1,this job takes maturity compassion and wisdom only one candidate has what it takes,this morning was written and hillary all one one candidate has been done done 
0,1,we can not let trumps approach to the economy anywhere near the white house,we can not let trumps failing to the media instead by the white house 
0,0,multimillionaires should not be able to pay a lower tax rate than their secretaries,<unk> should not be able to treat a massive disclosure in their jobs 2 
0,1,brian williams says all you need to know about the gop nominee for president,senator says says we want want to know about the media foundation for president 
0,1,even called trumps comments on judge curiel the textbook definition of a racist comment,even like his lies on eminent domain the racist party of a presidential presidential 
0,0,donald trumps tax plan mostly helpsdonald trump and people like him at the top,donald trumps tax plan <unk> <unk> trump and women like him at the top 
0,1,fact mike pence advocated for legislation that allowed businesses to discriminate against lgbt people,fact bernie sanders voted for which because americans would pay them for american people you 
0,0,hillary took donald trumps reckless economic policy to task in columbus todayits worth watching,hillary used donald trumps historic foreign amnesty to purchase in <unk> in rubio watch 
0,1,when took office left him a note that represents the best of our values,when in iowa look done a campaign that is the best of our country 
0,1,would force all schools to allow guns in classroomson his first day in officeseriously,would give veterans people to throw yourself than <unk> first first in iowa via 
0,0,chip in 1 if you agree we can not let trump win so big,turns in kentucky if you believe you can not let him <unk> your father 
0,0,when it comes to mental health help should be focused on treatment not judgment,when it comes to mental health amp should be talking for terrorism how does 
0,1,I am really glad my dad never had a contract with donald trump hillary,I am really glad my wife has been a with <unk> mr obama bill 
0,1,no matter who you supported in the primary we are united and stronger together,no matter who you beat in the california we are amazing together and virginia 
0,1,in times of crisis america depends on steady leadership clear thinking and calm judgment,in reports of california media get on cnn trade rubio and poorly vetted control 
0,1,mike pences governorship has been devastating to indiana women just ask one of them,mike general <unk> has been used to thank who just won every over them 
0,0,watch live hillarys speaking in cleveland about building an economy that works for everyone,watch live hillarys live on now for trump our economy that for everyone time 
0,0,donald trump absolutely stands behind his horrible tweet about sexual assault in the military,donald trump is desperate after his campaign foundation about himself in the united states 
0,0,were not a country that cowers behind walls we lead with purpose and we prevail,were not a nation that <unk> when he all with purpose and love you 
0,1,the choice that you make on november will determine whether you can afford college tuition,the fact that you are on tonight will keep whether you can or anything back 
0,0,i do not know about you but were fired up and ready to go hillary,i do not know about you but were bought by going you to go hillary 
0,1,for families making less than 125000 a year well eliminate tuition at those schools altogether,for people keep more than a big vet well biased twice w all veterans 
0,0,I am a feminist because i believe women deserve the same rights as men hillary,I am a <unk> when we believe that are the same leader when himself 
0,0,let us make it easier for young people to start businesses and fulfill their dreams,let us make it easier for american people to say amp rnc and their dreams 
0,1,hillary heard you college costs are too high in america its time to fix it,hillary if you georgia supporters are too high in america great time to come it 
0,0,donald trump just selected a white nationalist leader to be a delegate at the convention,donald trump just hired a third boy politician to be a speech at the dnc 
0,1,live from reno hillary discusses why s divisive rhetoric is so dangerous to our future,live from ohio hillary clinton says her republican tax is so bad to our economy 
0,0,donald trump has a problem looking at someone different from himself and actually seeing them,donald trump has a look at am at delegates and state of they were zero 
0,1,when flints water poisons its children it hurts all of us these are our children,when raising immigration <unk> its great again than all of us our country create military 
0,0,americas best idea years ago is still our best idea today happy birthday to the,our nations million years ago is not our best million time with the prior to 
0,1,donald trump has built his campaign on prejudice and paranoia hes taking hate groups mainstream,donald trump has spent his campaign on eminent domain and is saying bad ratings and 
0,1,last night the  this morning trump said he has not recovered from hillarys shouting really,last night the morning was president obama he has got back from her cruz ever 
0,0,our kids see the president as a role model how will they see donald trump,our people see the debate as a message but you can change hillary trump ever 
0,0,this is what dauntless leadership looks like thank you to call you a friend h,this is what <unk> looks because with me to you to be a great guy 
0,0,clintons economic policieswill result in a stronger us economy mark zandi john mccains economic advisor,final s <unk> attack in a us economy see <unk> planned <unk> <unk> no secret 
0,1,s ideas are really just a series of bizarre rants personal feuds and outright lies,s media are just been a liability of corruption <unk> <unk> <unk> street and disgusting 
1,1,thank you atlanta georgia will be back soon,thank you roanoke let will be back soon 
1,0,clarified how is used to interpret meaning of,how that is unfit to lose gold of 
1,0,reuters rolling trump  cruz  bush  carson  rubio  more,reuters les trump trump el carson y ya 
1,0,finally an accurate story from the washington post,not an favorite interview from the facebook h 
1,1,i will be interviewed on at 00 am,i will be interviewed on at 00 am 
1,0,jeff zucker failed and he is now failing,barack donald and said he is now right 
1,1,i will be interviewed on at 00 am enjoy,i will be interviewed on at 00 am enjoy 
1,0,will go back on for a final question now,will go back on for a historic hillary here 
1,1,interesting poll results so far and go vote on,go defeat often so much and vote vote on 
1,0,heading to rally with bobby now see you soon,heading to win with her now you do you 
1,1,i will be interviewed on at 00 pm enjoy,i will be interviewed on at 00 pm enjoy 
1,1,thank you georgia i appreciate all of your support,thank you thank you for all of your support 
1,0,fugedaboudit the woman in new york love donald trump,<unk> the first in new york history donald trump 
1,0,thank you connecticut delaware maryland pennsylvania and rhode island,thank you connecticut delaware kentucky up and foreign 
1,0,check out hannity exclusive event with trump in phoenix az,check out january live hillary with trump in lawsuits ny 
1,0,i was not scheduled to be on the  pure fiction,i was not ready to be on the poor lobby 
1,0,join me in roanoke virginia on saturday evening at pm,join me in scranton pa on wednesday at pm at 
1,0,trump winning over latino republicans poll says  new york post,trump won hotel mexico he says stuff their york back 
1,0,beck wanted to commit suicide after surgery clearly is unbalanced,pence wanted to profit off bigotry after pence is <unk> 
1,1,i will be interviewed on tonight at pme on  enjoy,i will be interviewed on tonight at pme on enjoy 
1,1,do you think knows about dealings actually i doubt it,do you think is about donald i really knows it 
1,1,thank you south bend indiana everyone get out amp tomorrow,thank you south carolina everyone work get back and tomorrow 
1,0,hillary clinton deleted emails using program intended to prevent recovery,hillary clinton understands reading into anything to address to college 
1,0,hillary clinton is a major national security risk not presidential material,hillary clinton is a major small business guy not some ridiculous 
1,0,wsjnbc poll donald trump widens his lead in republican presidential race,<unk> describing donald trump hiding a liability in his empty speech 
1,1,this is why i would think the unions would support for,this is why i would think the would to support for 
1,1,i am on tonight a big special at 00 pm enjoy,i am on tonight a big at 00 pm enjoy 
1,0,good interview mr trump you set the facts straight thank you,good night donald trump you destroy the shut footage you you 
1,1,thank you california maryland new york and pennsylvania see you soon,thank you california supporters new york and let me you you 
1,0,find out where to on caucus night in iowa on 116,get out today to discuss hillary today am on snapchat et1035 
1,0,we are going to bring steel and manufacturing back to indiana,we are going to bring yourself and marry us to everyone 
1,1,i will be interviewed on tonight at 00 pm eastern enjoy,i will be interviewed on tonight at 00 pm enjoy enjoy 
1,0,missouri just confirmed as the official winner with an additional delegates,philly just just after the democratic room with an economic lands 
1,0,washington post constitutionally speaking simply is not eligible to be president,washington carolina dreamer takes officially is not fit to be president 
1,1,my new radio ad airing today in wisconsin see you soon,my new book platform <unk> today in pennsylvania you see you 
1,0,and obama policies increased debt by 9trillion over the last years,and obama immigrants care by voting <unk> in the last years 
1,1,how trump won over a bar full of undecideds and democrats,how trump took over a historic rally of <unk> and were 
1,0,hillary clinton is a major national security risk not presidential material,hillary clinton is a major small business guy not some ridiculous 
1,0,stay the course mr trump your message is resonating with the people,get the next president trumps your job is <unk> with the people 
1,0,live free or die a motto for the whole country to follow,live live or share a message for the first people to vote 
1,0,the next president is not on ur stage is the next president,the next president is not on reality watch is the next president 
1,0,fbi director said crooked hillary compromised our national security no charges wow,clinton que said hillary clinton became our whole tax agenda <unk> republicano 
1,0,wow every poll said i won the debate last night great honor,watch every mexicanamerican alone before the debate last night my friends 
1,0,just leaving miami for houston oklahoma and colorado miami crowd was fantastic,just won kentucky for gov and experience pageants were pretty very hillary 
1,0,join on saturday for national day of action as we work to,join on on saturday for our history today we make sure to 
1,1,thank you south carolina we will make america safe amp great again,thank you south carolina we will make america safe amp great again 
1,0,looking forward to seeing you again everett to be a packed house,looking forward to join you she came to be a democrat hillary 
1,1,honored to have received the endorsement of lou holtz  a great guy,honored to have won the endorsement of <unk> <unk> your great it 
1,1,then on june th back to the usa to make america great again,unlike on her th birthday to the message to make america great again 
1,0,isis reportedly murders spies calls slave of the  video are you welcome now,everybody gets division judge speaks against the attack today will get you now 
1,0,selffunded and media loves him not beholden to masters like  who owns ted,<unk> and policies seem not <unk> not to waste president have said no 
1,0,phyllis schlaflys eagle forum national review will be defunct in the next year,<unk> <unk> mis attack the student <unk> will be in the next year 
1,0,why where is the reporting ltmost votes for president in history of usa,why believe is the dangerous <unk> calling for president in history of state 
1,1,thank you to all of the incredible volunteers behind the scenes in iowa,thank you to all of the incredible police officers the in today 
1,0,was going to watch for the primary results but saw  looks like tonight,was going to watch for the biggest crack now like him as here 
1,0,utah speaker of the house announces endorsement of  says played a big role,video secretary of the house secretary of breaking like building a quick session 
1,0,get out amp if you do not nothing will change its that simple,get out and if you do not think you is one who insults 
1,0,we are going to make this a government of the people once again,we are going to make a whole idea of the people hillary 
1,0,only trump can save america right leader at the right time thank you,only trump could bankrupt america better watch around the country looking together you 
1,1,then on june th back to the usa to make america great again,unlike on her th birthday to the message to make america great again 
1,0,nielson media research final numbers on acceptance speech trump million clinton million thank you,<unk> trump turns identified attacks on donald trump leads trumps kids per leaders you 
1,0,she is choking on the results call her justifiable kelly justifying everything she says,she is <unk> on the ballot call her real daughter hillary trump says now 
1,0,busted again in hot water over possibly illegal fundraising  the guy is bad news,<unk> <unk> in 10 billion of emergency policy and the is worse serious about 
1,1,i agree with you on this will not be good he will be great,i agree with you on this will not be sure it will be great 
0,0,you have made me a better person and helped me believe i can do anything,you have made me a better and then appreciate you you know you can fix 
0,0,this week donald trump suddenly tried to claim that he has some regrets about that,this week donald trump promised to screen syrian he he was a nasty about liar 
0,1,let us fight to make college tuitionfree for the middle class and debtfree for everyone,let us fight to make yourself up of the mental and voting for everyone safe 
0,1,young people were among the hardest hit during the great recessionand the effects still linger,many people were seeing the additional room at the great <unk> the media even totally 
0,1,and leon panetta agree hillarys one of the best secretaries of state we have had,and senator marco rubio spent one of the most of newspapers of we have ever 
0,1,hillarys college plan will bring about a longawaited transformation of higher education in america heres how,hillarys immigration immigration will bring for a big account of illegal jobs in america is what 
0,1,republicans want to tear down the pillars of middleclass security we will not let that happen,who can to shut down the endorsement of military americans will not let that happen 
0,1,the polls are closer than ever and the stakes could not be higher chip in today,the polls are trying like trump and the democrats will not be bad in poverty today 
0,1,she taught me resilience courage and the power of love and kindness hillary on her mom,she sat me emails and her opponents of the and others like crooked her meeting 
0,0,join us take out your phone right now and text join to  or go to  hillary,join us get out your vote get now and join to amp go to vote hillary 
0,0,mass incarcerations impact on women and their families does not get the attention it deserves hillary,john <unk> shows on wall and other americans do not represent the job done hillary it 
0,0,live now from north carolina hillarys plan to make the economy work for everyone watch here,live now from north carolina hillarys plans to make the economy make time for now now 
0,0,lgbt kids are perfect the way they are they deserve love and acceptancenot bullying and violence,lgbt kids are perfect the way they are they deserve and with <unk> wall street video 
0,1,the stakes in this campaign could not be higher make sure you are registered to vote,the protesters in this campaign will not be voting for you are you get registered to 
0,1,the heart of my plan will be the biggest investment in american infrastructure in decades hillary,the club of my bill will be the largest investment in our society than crooked hillary 
0,0,let us go make history and elect hillary clinton the th president of the united states,let us go out and vote and hillary clinton the president of the united states united 
0,1,because of hillary clinton my daughterscan take it for granted that a woman can be president,because of hillary clinton my <unk> take it for me that a great guy just ever 
0,0,donald trump is not only putting our national security at riskhes putting our economy at risk,donald trump is not only american our military speech at <unk> is national best day 
0,1,years ago s speech pushed the political discourse and forced a global dialogue on gender equality,years ago s speech became the republican policy and bush a disaster on illegal immigration protection 
0,1,I am here today because i believe in hillary clinton at his first campaign stop of,I am here today that i believe in hillary clinton at his republican party on common 
0,1,he opposes raising the minimum wage and he really really really wants to privatize social security,he watched off the border rubio and he only ever no politician to lose no nuclear 
0,0,there is only one person in this election who willhelp you and that is hillary clinton,there is only one person in this country who will and you that is hillary clinton 
0,1,gracias seora su respeto a las mujeres y nuestras diferencias la hacen grande estoy con usted,poll <unk> la <unk> a las tv la <unk> <unk> la <unk> pas <unk> con 
0,1,we will fight climate change by making america the clean energy superpower of the st century,we will give that immigration by far our politicians the energy <unk> of the third state 
0,0,systemic racism intergenerational poverty gun violencethese are not somebody elses problems these are our problems hillary,25 billion <unk> attack gun and is not enough but tpp our military is elected 
0,1,reflects issues hillary champions like raising wages immigration amp criminal justice reform amp protecting reproductive rights,fact now hillary again after illegal wages or trade immigration amp energy safety and safety pour 
0,1,getting rid of gunfree school zonesbanning muslims entering the countrywhat you need to know about trump,getting thrown of touch from <unk> cruz with the <unk> you want to know trump via 
0,1,the good news is that my pneumonia finally got some republicans interested in womens health hillary,the good news is that my <unk> would bring those people play off new hampshire poll 
0,1,women gathered in seneca falls years ago to demand suffrage visited before voting for her mom,women won in colorado last year he want to <unk> speech down with her running mate 
0,1,david dukes show cheers trumpbreitbart merger we appear to have taken over the republican party via,john <unk> clinton shows <unk> roberts we must run to have the terrorist attack via president 
0,0,necesitamos escribir un nuevo captulo en el sueo americanoy no puede ser el captulo de bancarrota,<unk> <unk> un <unk> en un <unk> el <unk> no congreso para <unk> <unk> <unk> 
0,1,to everyone in houston please stay safe and avoid traveling our prayers are with you h,to everyone in kentucky florida get amp shot and get our country and join you great 
0,1,all americans stand united with the people of turkey against this campaign of hatred and violence hillary,all people succeed together of the people of ohio like the party of david and candidates did 
0,0,human rights are womens rights and womens rights are human rights hillary in beijing years ago today,human rights are womens rights and womens rights are human largest rates in defense of years today 
0,1,trump is intensifying his bigoted attacks on judge curiels latino heritageand belittling his staff in the process,trump is <unk> his quest on eminent domain <unk> <unk> nuclear <unk> this statement in the process 
0,1,its official just chose mike pence as his running mate what you need to know about him,its politically just attacked bernie sanders like my running mate we say to do not stop 
0,1,i completely reject anyone including my opponent who calls the american military a disaster hillary to the,i respected self ppl by my man who support the american primary a bill to the 
0,1,under and  we have had straight months of job growth i want us to see more hillary,under and we have been saying behind of primary now i want you to defeat great again 
0,1,as your commanderinchief i will not trash our countrys most cherished values i will defend them hillary,as a mexicanamerican i will not allow our military these primary i will never forget us 
0,1,trump says he would run the us like his businesseswhich pretty much means letting america go bankrupt,trump says he can run the polls like his <unk> so much or is negative thanks you 
0,0,last night won her th olympic medal congrats to the most decorated woman in the history of,last night won th th state melania to the most first woman of the history of 
0,0,speaking is hard for me but come january i want to say these two words madam president,speaking is hard for me but come january i want to say these two words madam president 
0,0,we can not let trumps manifest unfitness for office become normal we need to hold him accountable,we can not let the <unk> <unk> for me to every people to run for him presidential 
0,1,our choice hillary clinton has a record of service and a raft of pragmatic ideas endorsing hillary,our video hillary clinton has a disaster of amp and a weak with illegal immigration guy she 
0,0,oped by hillary clinton child care now costs more than rent heres how to fix this crisis,looks with hillary clinton wants jobs but nothing more than <unk> check to what how bad the 
0,0,hillary ha demostrado que ella es la nica candidata preparada para enfrentarse a desafos y lograr resultados,hillary clinton <unk> que trump en la <unk> <unk> trump <unk> a <unk> <unk> todas <unk> 
0,0,this is just one of the business practices that led to donald trump being sued for discrimination,this is just one of the worst party clinton says to donald trump has into them via 
0,1,donald trump does not know why african americans would be offended that he pushed the birther conspiracy,donald trump does not say that loves americans would have no president who did the worst <unk> 
0,1,a real headline about the republican nominee trump used 258000 from his charity to settle legal problems,a solid article about the phony donald trump gave <unk> over his campaign to lose legal endorsement 
0,1,she is a gold star mother she is muslim and she has some words for donald trump,she is a foreign policy and she is allowed and has been bad for president trump lies 
0,1,mike pence introduced himself to america last night heres what we learnedand what he forgot to mention,mike pence price says to see every day but he had president will never seek to run 
0,1,is everything donald trump and mike pence are not progressive and qualified to lead on day one,is now donald trump and bernie pence are not true by us to take out one notch 
0,0,if fighting for equal pay paid leave and affordable child care is playing the woman card well,if fighting for equal pay paid and leave care better jobs is the highest show and i 
0,1,we heard from he spoke from his big heart about our partys commitment to working people hillary,we heard from trump supporters from his nice comments as our american law to everyone so 
0,0,both candidates were asked about how they would confront racial injustice only one had a real answer,eric cruz were about about how they can talk any candidates this guess a whole talk about 
0,0,a president should respect the men and women who risk their lives to serve our country hillary,a trump we keep the men and women who gave their families to serve our country again 
0,0,imagine a tomorrow where hard work is honored families are supported communities are strong and love trumps hate,imagine a tomorrow where hard get are going again wages are and jobs and make real biased same 
0,1,s hbcu plan is really smart addresses so many critical issues around access amp debt I am impressed,s <unk> shows is really totally like so many jobs trade deals working amp counting now without h 
0,1,i want to thank my beautiful wife anne and my three wonderful children nat woody and annella tim,i want to thank my wife amazing wife and my wonderful mother tiffany don wife and <unk> <unk> 
0,1,every woman no matter where she works deserves birth control coverage this should not be a question h,every only no person said i did filing care because to do it will be a joke hillary 
0,1,the enquirer editorial board is endorsing hillary clinton for president breaking a nearly centurylong tradition of endorsing republicans,the <unk> editorial network is crooked hillary clinton for president over a <unk> wall on illegal policies says 
0,1,trumps gotten rich driving companies into the ground what will he do to the us economyoh waitwe know,trumps disastrous eminent domain charge against the border debate i do not need the <unk> see <unk> 
0,0,he does not speak for anyone who thinks our country should be standing together not splintering apart hillary,he does not win for anyone but all our country should be back they <unk> smart hillary clinton 
0,1,our presidents are role models for generations of our children is this the example we want for them,our failing are are pushing for them of our country is the only candidate we want for them 
1,0,for the record most democrats would much rather face cruz than trump so true,for the most hateful we would be smart millions than donald trump so much 
1,0,happy  the best taco bowls are made in trump tower grill i love hispanics,happy the fourth coach <unk> has made in trump but hillary we have met 
1,1,thank you for your support at this mornings town hall in salem new hampshire,thank you for your support at this mornings town hall in new hampshire a 
1,0,kirsten powers anti trump operative was aggressively shopping cruz story via the gateway pundit,<unk> para donald trump <unk> <unk> para para para hillary the racist <unk> 
1,0,this is the cruz voter violation certificate sent to everyone a misdemeanor at minimum,this is the simple candidate loses clinton helped to serve a <unk> on hillary 
1,1,cruz going down fast in recent polls dropping like a rock lies never work,cruz cannot live down in their polls leads like a nasty ever could do 
