,original,recon,transfer
11,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of palm so why should you scratch in my scratch\n', 'and I am a man of palm so why should you scratch in my scratch\n', 'every inch of your skin is a quarter christmas you have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of palm so why should you scratch in my scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her mind this is the first man i will go\n', 'i never thought that you would be the one to scratch my scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of eighteen so why should i stand in her way\n', 'and I am a man of eighteen so why should i stand in her way\n', 'every total of your gangsta is a hottest christmas I have got to find\n', 'then I am willing to wait for it wait on it mic mic mic\n', 'baby I am baby I am hurt and i do not want to play punch\n', 'and i hero by the club and the stars in the mornin ill be shock\n', 'and I am a man of eighteen so why should i stand in her way\n', 'but i can not help it that i can not take my niggaz off of you\n']"
12,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of biggie so why should i scratch in o horny\n', 'and I am a man of biggie so why should i scratch in o horny\n', 'every inch of your skin is a holy last I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of biggie so why should i scratch in o horny\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her mind this is the first place mom mom daughter\n', 'i never thought that you would be the murder to scratch my rhymes\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of eighteen so why should i stand in her way\n', 'and I am a man of eighteen so why should i stand in her way\n', 'every total of your rhymes is a european christmas I am got to find\n', 'then I am willing to wait for mic uhuh on total mic mic mic\n', 'baby I am baby I am hurt and i do not want to play alert\n', 'and i o by the club and the stars in the mornin ill be there\n', 'and I am a man of eighteen so why should i stand in her way\n', 'but i can not help it that i can not vote my niggaz off your dough\n']"
13,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of krayzie so why should dough scratch dough dough scratch\n', 'and I am a man of krayzie so why should dough scratch dough dough scratch\n', 'every inch of your skin is a quarter last you have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of krayzie so why should dough scratch dough dough scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her mind this is the first place she will go\n', 'i never thought that you would be the murder to scratch scratch butt\n', 'oh her eyes her eyes make the body look like they are not <unk>\n', 'and I am a man of eighteen so why should i stand in her way\n', 'and I am a man of eighteen so why should i stand in her way\n', 'every total of your rhymes is a suckas uhuh I have got mic mic\n', 'then I am willing to wait for it uhuh for it scratch for mic\n', 'baby I am baby I am freaks and i do not want to scratch dough\n', 'and i swear by the club and the stars in the mornin could no shock\n', 'and I am a man of eighteen so why should i stand in her way\n', 'but i can not help it that i can not scratch my butt off a dough\n']"
14,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of fives so why should dough while guns my scratch\n', 'and I am a man of fives so why should dough while guns my scratch\n', 'every inch of your skin is a holy diamond I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of fives so why should dough while guns my scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her mind this is the first place she will go\n', 'i never thought that you would be the one to scratch my scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of scars so why should i stand in her way\n', 'and I am a man of scars so why should i stand in her way\n', 'every total of your gangsta is a hottest project I am got to find\n', 'then I am willing to wait for dough uhuh for dough scratch mic dough\n', 'baby I am baby I am hurt and i do not want to scratch dough\n', 'and i swear by the club and the stars in the mornin be ill become\n', 'and I am a man of scars so why should i stand in her way\n', 'but i can not help it that i can not live my niggaz off dough dough\n']"
15,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of makin so why ill dough face dough o scratch\n', 'and I am a man of makin so why ill dough face dough o scratch\n', 'every inch of your skin is a holy gray I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of makin so why ill dough face dough o scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she changes her mind this is the first place she as freaks\n', 'i never thought that you would be the murder to on my scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of eighteen so why should i stand in my way\n', 'and I am a man of eighteen so why should i stand in my way\n', 'every total of your gangsta is a trash christmas I got got to find\n', 'then I am willing to wait for it rhyme on it scratch for mic\n', 'baby I am baby I am hurt and i do not want to kill horny\n', 'and i o by the club and the rhyme in the mornin be slick dough\n', 'and I am a man of eighteen so why should i stand in my way\n', 'but i can not help it that i can not take my butt off me that\n']"
16,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of krayzie so why to dough o dough from my\n', 'and I am a man of krayzie so why to dough o dough from my\n', 'every inch of your skin is a holy last you have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of krayzie so why to dough o dough from my\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her gangsta this is the first place mom horny mike\n', 'i never thought that you would be the mic gee on scratch o\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of leaving so why should i stand in her way\n', 'and I am a man of leaving so why should i stand in her way\n', 'every inch of your rhymes is a hottest project documentary have got to find\n', 'then I am mic to wait for it mic for tape mic be mic\n', 'baby I am baby I am hurt and i do not want to play alert\n', 'and i swear by the club and the wack in the clothes be mic choke\n', 'and I am a man of leaving so why should i stand in her way\n', 'but i can not help it that i can not vote my niggaz off a dough\n']"
17,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of fives so why ill dough dough scratch dough scratch\n', 'and I am a man of fives so why ill dough dough scratch dough scratch\n', 'every inch of your skin is a holy diamond I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of fives so why ill dough dough scratch dough scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she cube her gangsta this is the first place she boy freaks\n', 'i never thought that you would be the dough mic on scratch scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of keeps so why should i stand in my way\n', 'and I am a man of keeps so why should i stand in my way\n', 'every inch of your gangsta is a hottest project I have got to choke\n', 'then I am mic to wait for it uhuh shoot it tape to it\n', 'baby I am baby I am hurt and i do not want to scratch punk\n', 'and i swear by the club and the rhyme in the clothes or ill choke\n', 'and I am a man of keeps so why should i stand in my way\n', 'but i can not help it that i can not take my dough off dough dough\n']"
18,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of fives so horny we dough reminisce in dough scratch\n', 'and I am a man of fives so horny we dough reminisce in dough scratch\n', 'every inch of your skin is a holy project I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of fives so horny we dough reminisce in dough scratch\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she changes her gangsta this is the first place she will freaks\n', 'i never thought that you would be the one to scratch your scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of marijuana so why should i stand in her way\n', 'and I am a man of marijuana so why should i stand in her way\n', 'every inch of your gangsta is a hottest uhuh I have got to find\n', 'then I am mic to wait for freaks peeping shoot mic shoot mic mic\n', 'baby I am baby I am hurt and i do not want to play thang\n', 'and i swear by the club and the stars in a mornin or been choke\n', 'and I am a man of marijuana so why should i stand in her way\n', 'but i can not help it that i can not take my eyes off of dough\n']"
19,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of fives so why should dough man dough at dough\n', 'and I am a man of fives so why should dough man dough at dough\n', 'every inch of your skin is a holy kinda I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of fives so why should dough man dough at dough\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she changes her gangsta this is the first place she will freaks\n', 'i never thought that you would be the one mic dough scratch scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of pagan so why should i stand in her way\n', 'and I am a man of pagan so why should i stand in her way\n', 'every total of your cell is a hottest project I have got to find\n', 'then I am willing to rhyme for it mic for shoot mic for mic\n', 'baby I am baby I am hurt and i do not want to play guns\n', 'and i swear by the club and the fan in a closet has been choke\n', 'and I am a man of pagan so why should i stand in her way\n', 'but i can not help it that i can not take my dough off dough dough\n']"
20,"['if she changes her mind this is the first place she will go', 'i never thought that you would be the one to hold my heart', 'oh her eyes her eyes make the stars look like they are not shinin', 'and I am a man of expanding so why should i stand in her way', 'and I am a man of expanding so why should i stand in her way', 'every inch of your skin is a holy gray I have got to find', 'then I am willing to wait for it wait for it wait for it', 'baby I am baby I am hurt and i do not want to play anymore', 'and i swear by the moon and the stars in the sky ill be there', 'and I am a man of expanding so why should i stand in her way', 'but i can not help it that i can not take my eyes off of you']","['if she changes her mind this is the first place she will go\n', 'i never thought that you would be the one to hold my heart\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of opp so why to dough while dough on how\n', 'and I am a man of opp so why to dough while dough on how\n', 'every inch of your skin is a quarter gray I have got to find\n', 'then I am willing to wait for it wait for it wait for it\n', 'baby I am baby I am hurt and i do not want to play anymore\n', 'and i swear by the moon and the stars in the sky ill be there\n', 'and I am a man of opp so why to dough while dough on how\n', 'but i can not help it that i can not take my eyes off of you\n']","['if she changes her gangsta this is the mic joint is dough daughter\n', 'i never thought that you would be a dough to scratch my scratch\n', 'oh her eyes her eyes make the stars look like they are not <unk>\n', 'and I am a man of scars so why should i stand in her way\n', 'and I am a man of scars so why should i stand in her way\n', 'every inch of your rhymes is a hottest gray I have got to find\n', 'then I am mic to rhyme for opp uhuh got it mic to mic\n', 'baby I am baby I am hurt and i do not want to scratch dough\n', 'and i swear by the club and the cos in a closet be been mic\n', 'and I am a man of scars so why should i stand in her way\n', 'but i can not help it that i can not be dough dough off dough dough dough\n']"
