,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
1,2,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
2,2,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars like how we are not <unk>
","oh her eyes her eyes make the stars like how we are not <unk>
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
3,2,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex or why you have in her fool
","and I am a man of drugs so why should you be in your way
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
4,2,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex or why you have in her fool
","and I am a man of drugs so why should you be in your way
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
5,2,5,every inch of your skin is a holy gray I have got to find,"every vision of your skin is a blind month I have got to find
","every gangsta of your skin is a blind uhuh I never has given to
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
6,2,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
7,2,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am gon when i do not want to play this
","baby I am baby I am gon and i do not go to play this
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
8,2,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the lead was always there
","and i swear by the moon and the rest of the lead was always got
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
9,2,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex or why you have in her fool
","and I am a man of drugs so why should you be in your way
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
10,2,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes left all you
",0.5459892857142858,0.5312607142857143,0.9982892857142857,0.5363006102747946,2
0,3,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
1,3,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
2,3,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
3,3,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should you stand in her way
","and I am a man of missionary so why you are getting in a way
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
4,3,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should you stand in her way
","and I am a man of missionary so why you are getting in a way
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
5,3,5,every inch of your skin is a holy gray I have got to find,"every vision of your skin is a wide month I have got to find
","every vision of your skin is a lonely wine you been got to find
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
6,3,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
7,3,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play my
","baby I am baby I am hurt and i do not want to play my
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
8,3,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars of the sky ill be there
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
9,3,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should you stand in her way
","and I am a man of missionary so why you are getting in a way
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
10,3,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.7054275862068967,0.4510448275862068,0.9969689655172413,0.563582464758423,3
0,4,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
1,4,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
2,4,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look as they are not <unk>
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
3,4,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in your way
","and I am a man of missionary so why should i stand in your way
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
4,4,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in your way
","and I am a man of missionary so why should i stand in your way
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
5,4,5,every inch of your skin is a holy gray I have got to find,"every vision of your skin is a holy playing I have got to find
","every gangsta of your skin is a age playing you I has to find
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
6,4,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
7,4,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play this
","baby I am baby I am hurt and i do not want to play this
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
8,4,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the lead ill be there
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
9,4,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in your way
","and I am a man of missionary so why should i stand in your way
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
10,4,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off all you
",0.7736071428571429,0.4035785714285714,0.994707142857143,0.5586096402681225,4
0,5,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
1,5,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
2,5,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
3,5,3,and I am a man of expanding so why should i stand in her way,"and I am a man of yours so why should i stand in your way
","and I am a man of yours so why should i stand in your way
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
4,5,4,and I am a man of expanding so why should i stand in her way,"and I am a man of yours so why should i stand in your way
","and I am a man of yours so why should i stand in your way
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
5,5,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy playing I have got to find
","every inch of your skin is a microphone playing I have got to find
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
6,5,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
7,5,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play this
","baby I am baby I am hurt and i do not want to play this
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
8,5,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
9,5,9,and I am a man of expanding so why should i stand in her way,"and I am a man of yours so why should i stand in your way
","and I am a man of yours so why should i stand in your way
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
10,5,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off one
","but i can not help it that i can not take my eyes off one
",0.8017071428571427,0.3801535714285715,0.993207142857143,0.551407614437186,5
0,6,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
1,6,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
2,6,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
3,6,3,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should ever stand in the way
","and I am a man of missionary so why should ever stand in her way
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
4,6,4,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should ever stand in the way
","and I am a man of missionary so why should ever stand in her way
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
5,6,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy geek I have got to find
","every inch of your skin is a age geek I have got to find
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
6,6,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
7,6,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play this
","baby I am baby I am hurt and i do not want to play you
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
8,6,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
9,6,9,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should ever stand in the way
","and I am a man of missionary so why should ever stand in her way
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
10,6,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8319896551724137,0.36126896551724136,0.9922896551724136,0.5482228663144827,6
0,7,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
1,7,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
2,7,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
3,7,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should ever stand in her way
","and I am a man of missionary so why should ever stand in her way
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
4,7,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should ever stand in her way
","and I am a man of missionary so why should ever stand in her way
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
5,7,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy paint I have got to find
","every inch of your skin is a holy playing I have got to find
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
6,7,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
7,7,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play this
","baby I am baby I am hurt and i do not want to play this
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
8,7,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
9,7,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should ever stand in her way
","and I am a man of missionary so why should ever stand in her way
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
10,7,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8489607142857142,0.34966785714285714,0.9909392857142857,0.5448352404114567,7
0,8,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
1,8,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
2,8,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
3,8,3,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should i stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
4,8,4,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should i stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
5,8,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy gray I have got to find
","every inch of your skin is a holy geek I have got to find
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
6,8,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
7,8,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play this
","baby I am baby I am hurt and i do not want to play this
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
8,8,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
9,8,9,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why should i stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
10,8,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8596214285714286,0.3411571428571428,0.9904607142857144,0.5415311767725315,8
0,9,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
1,9,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
2,9,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
3,9,3,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why you ever stand in her way
","and I am a man of letting so why you ever stand in her way
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
4,9,4,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why you ever stand in her way
","and I am a man of letting so why you ever stand in her way
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
5,9,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy playing I have got to find
","every inch of your skin is a holy playing I have got to find
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
6,9,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
7,9,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
8,9,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
9,9,9,and I am a man of expanding so why should i stand in her way,"and I am a man of fingerprints so why you ever stand in her way
","and I am a man of letting so why you ever stand in her way
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8676206896551724,0.3363517241379311,0.9896724137931037,0.5402037182147181,9
0,10,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of journalism so why you ever stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of journalism so why you ever stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
5,10,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy gray I have got to find
","every inch of your skin is a holy gray I have got to find
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of journalism so why you ever stand in her way
","and I am a man of journalism so why should i stand in her way
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off all
","but i can not help it that i can not take my eyes off all
",0.8741964285714285,0.33236785714285716,0.9893678571428571,0.5390267019446477,10
0,11,0,if she changes her mind this is the first place she will go,"if she changes on mind this is the first place wed could go
","if she hood at mind this is the first place where they go
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to control my heart
","i never thought that you would be the one to shoot my skull
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make you reaching look like still are within road
","o her nation to while make the r look like they are so <unk>
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
5,11,5,every inch of your skin is a holy gray I have got to find,"every sunset of your skin is a lost within I been to falling to
","this dig of your weed is a lecture crush the police got to left
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait
","then I am willing to wait for it wait for much mic touch
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do just want to play anymore
","baby I am baby crook am hurt and i do just want to play school
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the role and the stars in the school cell be there
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can get take your head with you cry
","but crew can not help it that i can get thin your mom off two week
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
0,12,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place i come go
","if she changes her mind this is the first place hell skills go
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my dough
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like you are not wonderful
","mike her hard her eyes make the dude look like they they am <unk>
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
3,12,3,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
4,12,4,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
5,12,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a bare under I have got to heal
","every awareness of your skin is a superior off i am got to left
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
6,12,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait before it falling for it
","then I am willing to wait for it wait for it wait for it
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am shorty and crew do not want to play her bubble
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i cos by the moon and the stars in the house ill be there
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
9,12,9,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on around you
","but i can not help it that crew can not take my mom respect over you
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
0,13,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first show guy be shorty
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
