,epoch,id,original,reconstruct,transfer
2,5,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,5,3,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
"
4,5,4,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
"
5,5,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 name I have got to find
"
6,5,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,5,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play em
","baby I am baby I am hurt and i do not want to play em
"
8,5,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
"
9,5,9,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why we will show in her way
","and I am a man of luxury so why should i show in her way
"
10,5,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
"
0,6,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
"
1,6,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
"
2,6,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,6,3,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
"
4,6,4,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
"
5,6,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 wife i have got to find
"
6,6,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,6,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
"
8,6,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
"
9,6,9,and I am a man of expanding so why should i stand in her way,"and I am a man of luxury so why i will show in her way
","and I am a man of luxury so why i want it in her way
"
10,6,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes by my way
","but i can not help it that i can not take my eyes off of you
"
0,7,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
"
1,7,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
"
2,7,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,7,3,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
"
4,7,4,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
"
5,7,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a 5 name I have got to find
"
6,7,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,7,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
"
8,7,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
"
9,7,9,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why i will show in her way
","and I am a man of missionary so why i will show in her way
"
10,7,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take your eyes off of you
","but i can not help it that i can not take your kids on the weekend
"
0,8,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
"
1,8,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
"
2,8,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,8,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
"
4,8,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
"
5,8,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a 5 name I have got to find
","every inch of your skin is a 5 name I have got to find
"
6,8,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,8,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
"
8,8,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill the there
"
9,8,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why i will show in her way
","and I am a man of luxury so why should i stand in her way
"
10,8,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off the anymore
","but i can not help it that i can not take my eyes off the anymore
"
0,9,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
"
1,9,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
"
2,9,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,9,3,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
4,9,4,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
5,9,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy name I have got to find
","every inch of your skin is a holy name I have got to find
"
6,9,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,9,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
"
8,9,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
"
9,9,9,and I am a man of expanding so why should i stand in her way,"and I am a man of spandex so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
"
0,10,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
"
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
"
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
"
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
5,10,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy wife I have got to find
","every inch of your skin is a holy wife I have got to find
"
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
"
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
"
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
"
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of missionary so why should i stand in her way
","and I am a man of missionary so why should i stand in her way
"
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
"
0,11,0,if she changes her mind this is the first place she will go,"if she moves her mind the moment a first place she will go
","if she moved her clothes that is the ass place she will go
"
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be a story to hold my heart
","i never thought that they he be a money to pull my clothes
"
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh little eyes sun eyes make the stars look to maybe are just fair
","oh little eyes up eyes make the clothes look like they are <unk>
"
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
"
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
"
5,11,5,every inch of your skin is a holy gray I have got to find,"every month of your water are a tough he I got into to find
","every remorse of your fat is a tough he I got to rap about
"
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it pon for it
","then I am able to wait for it wait for it ass is
"
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and if not make anything from sea
","baby I am baby I am colors and if do not want to boogie niggaz
"
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in her era <unk> really
"
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should rap in school chest
","and I am a love of to but why should would in every living moment
"
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not continue what that i can not take my eyes sleeping of you
","but i can not help it that i tell not take on yo later you boogie
"
0,12,0,if she changes her mind this is the first place she will go,"if found getting her mind this is the first heart will will go
","if bo sittin her mind this is the first year she will go
"
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i answers thought that you would be the plug had nine my fact
"
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make over fighting look just can find only wasted
","oh her eyes microphone eyes make the slip look like they are michael <unk>
"
3,12,3,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
"
4,12,4,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
"
5,12,5,every inch of your skin is a holy gray I have got to find,"every darling of your skin are a wasted yuh I have got to find
","every drinkin of your skin was a everlasting closet fan have got to find
"
6,12,6,then I am willing to wait for it wait for it wait for it,"ooh I am willing to wait for it wait to it just for it
","then I am tear to wait for it wait to it wait that it
"
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to find you
","baby I am sweat I am hurt and i do not want to play niggaz
"
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the ring sunshine wed there
","and i swear by the boy and the stars in the bronx ill be there
"
9,12,9,and I am a man of expanding so why should i stand in her way,"and yes was a man of dre so why i think it into the way
","and I am a man of awhile but why i should love into own way
"
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not lovin it til i can not take my wasted in of you
","but i can not help it that i can not take my rap out you crew
"
0,13,0,if she changes her mind this is the first place she will go,"if she kills me mind this is the first place she will go
","if she takin me mind this is the first boogie she start go
"
1,13,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","boogie never thought that you would be the one not top pop
"
2,13,2,oh her eyes her eyes make the stars look like they are not shinin,"oh burning sitting me through me the fighting look to these not be calling
","oh nasty hate me hate make the 400 look like they not <unk>
"
3,13,3,and I am a man of expanding so why should i stand in her way,"and I am a rap of answers its why to i stand in her way
","and I am a man of danger as can should you found in wonderful way
"
4,13,4,and I am a man of expanding so why should i stand in her way,"and I am a rap of answers its why to i stand in her way
","and I am a man of danger as can should you found in wonderful way
"
5,13,5,every inch of your skin is a holy gray I have got to find,"every whore of your skin been a wasted blue I have no meant find
","every livin of your skin is a lil some who have got to find
"
6,13,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for you something for it
","then I am favor to wait for it motherfucker for it wait for it
"
7,13,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play you
","nigga relax yo baby I am there and i do not want to play money
"
8,13,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars of the being clearer you babe
","and i gee by the cops and the stars of the breezes ill be there
"
9,13,9,and I am a man of expanding so why should i stand in her way,"and I am a rap of answers its why to i stand in her way
","and I am a man of danger as can should you found in wonderful way
"
10,13,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not money after pop pack course
"
0,14,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she rap her mind this is the first fellas she will go
"
1,14,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to cope my shit
"
2,14,2,oh her eyes her eyes make the stars look like they are not shinin,"oh gets sitting her eyes make every stars look like they are not pirates
","r her viewers me eyes make the nut look like they are not <unk>
"
3,14,3,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should i rhyme in my care
","and I am a man of whore so why should saw you in her way
"
4,14,4,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should i rhyme in my care
","and I am a man of whore so why should saw you in her way
"
5,14,5,every inch of your skin is a holy gray I have got to find,"every whore of your skin is a holy deeper I have something to find
","every ridin of your skin is a 5 friend I have got to find
"
6,14,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it feels for it
","then I am rockin to wait for it wait for it r to it
"
7,14,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play you
","baby I am nuts I am hurt and i do not want to rhyme course
"
8,14,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky its clearer there
","and i freaks by the cops and the birthday of the freeway suckers be there
"
9,14,9,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should i rhyme in my care
","and I am a man of whore so why should saw you in her way
"
10,14,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not be on pop microphone of course
"
0,15,0,if she changes her mind this is the first place she will go,"if she kills taking mind this found the first place she go
","if she are her mind this is the punk i did not go
"
1,15,1,i never thought that you would be the one to hold my heart,"i never thought that you would be my someone to hold heart
","i never thought that you would be the game to hold my thing
"
2,15,2,oh her eyes her eyes make the stars look like they are not shinin,"oh sunshine eyes with eyes make the wasted heart like they find a wasted
","d is you her eyes make the school look like they are not <unk>
"
3,15,3,and I am a man of expanding so why should i stand in her way,"and I am a man of gats so why should i hit in her way
","and I am a made of tryna so why should love in every way
"
4,15,4,and I am a man of expanding so why should i stand in her way,"and I am a man of gats so why should i hit in her way
","and I am a made of tryna so why should love in every way
"
5,15,5,every inch of your skin is a holy gray I have got to find,"every more of your skin sunshine a wasted thanking I have starting find
","every fresh of your white is a cool brother I had got to find
"
6,15,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for
","then I am rockin to wait hit it punk for it punk not it
"
7,15,7,baby I am baby I am hurt and i do not want to play anymore,"I I am I I am hurt and i do not want to word
","I I am I I am tip and i do not punk to word boogie
"
8,15,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i freaks by the r and the colors in the pack i not there
"
9,15,9,and I am a man of expanding so why should i stand in her way,"and I am a man of gats so why should i hit in her way
","and I am a made of tryna so why should love in every way
"
10,15,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my face my way you
","but i can not help it that i can not hit on my pack of course joint
"
0,16,0,if she changes her mind this is the first place she will go,"if she kills taking mind this is the first place she will go
","if she are taking r the is the cat place she niggaz go
"
1,16,1,i never thought that you would be the one to hold my heart,"i never thought that you would be wonderful one to hold my heart
","i never thought that you would is the rhyme to top microphone shit
"
2,16,2,oh her eyes her eyes make the stars look like they are not shinin,"oh sun your take eyes make the fighting look like they are not wasted
","oh her eyes her eyes make the school look like they are not <unk>
"
3,16,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should boogie dis into course way
","and I am a man of leads so why should keep anything in their way
"
4,16,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should boogie dis into course way
","and I am a man of leads so why should keep anything in their way
"
5,16,5,every inch of your skin is a holy gray I have got to find,"every darling of your skin found a old soul I have got to find
","visiting livin of your skin is a old soul I have got to find
"
6,16,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it feels for it
","then I am tryin to wait for it wait for it wait for it
"
7,16,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am me and i do not want to unk somewhere
","baby I am nuts I am 10 and i answers not niggaz to boogie course
"
8,16,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars from the sky my babe there
","and i swear by the moon and the stars in the jungle be street heard
"
9,16,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why should boogie dis into course way
","and I am a man of leads so why should keep anything in their way
"
10,16,10,but i can not help it that i can not take my eyes off of you,"but i can not help sun how i can not take my eyes off at you
","but boogie can not help it that i can not take my week out all crew
"
0,17,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she get her hood this is the first fellas she was go
"
1,17,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that boogie would be rhyme not boogie microphone microphone dat
"
2,17,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the fighting look like they are not had
","o her eyes her eyes make the school because like they are not <unk>
"
3,17,3,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should boogie cop in rhyme way
","and I am a man of never so why should i love her dreaming way
"
4,17,4,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should boogie cop in rhyme way
","and I am a man of never so why should i love her dreaming way
"
5,17,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a growing older I have got to find
","every livin of your microphone is my homies hood I have got to find
"
6,17,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am shorty to wait for it mess for it wait about it
"
7,17,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am there and i do not want to save anymore
","yeah I am nuts I am course and i do not niggaz to rhyme die
"
8,17,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the foolish ill be there
","and i swear by the r and the stars in the pistol get rhyme crew
"
9,17,9,and I am a man of expanding so why should i stand in her way,"and I am a man of mcs so why should boogie cop in rhyme way
","and I am a man of never so why should i love her dreaming way
"
10,17,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my children by the others
","but boogie can not help it that i can not rhyme on people pack the boogie
"
0,18,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first i she will go
","if she rap her mind this is the first i she niggaz go
"
1,18,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i answers thought that you would be the one to pull my hood
"
2,18,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes us the stars but like they are not pirates
","o her eyes her eyes make the chick look like they are not <unk>
"
3,18,3,and I am a man of expanding so why should i stand in her way,"and boogie am a man of niggaz so we niggaz then cop with them right
","and I am a man of knees so why should remember pick at way way
"
4,18,4,and I am a man of expanding so why should i stand in her way,"and boogie am a man of niggaz so we niggaz then cop with them right
","and I am a man of knees so why should remember pick at way way
"
5,18,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a greatest star I have coming to find
","visiting livin of your four is a <unk> friend I have got to endure
"
6,18,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it fast for it
","then I am boogie to wait for it wait for it pack rhyme it
"
7,18,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am secrets and i do not want to lose anymore
","sweat I am money I am 10 and i do not move to boogie boogie
"
8,18,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars you and truly id be there
","and i swear by the bass and the stars in the <unk> always be it
"
9,18,9,and I am a man of expanding so why should i stand in her way,"and boogie am a man of niggaz so we niggaz then cop with them right
","and I am a man of knees so why should remember pick at way way
"
10,18,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my years on the fool
","r i can not help it that i can not pack you <unk> on the mic
"
0,19,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she told her mind this is the first place she will go
"
1,19,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the game to me my hood
"
2,19,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are no pirates
","r her eyes her eyes make the school look like they are not <unk>
"
3,19,3,and I am a man of expanding so why should i stand in her way,"and boogie am a man of mic so why should remember show in her way
","and I am a man of knees so why should remember love in her way
"
4,19,4,and I am a man of expanding so why should i stand in her way,"and boogie am a man of mic so why should remember show in her way
","and I am a man of knees so why should remember love in her way
"
5,19,5,every inch of your skin is a holy gray I have got to find,"every faith of your skin am a holy name I have pirates to find
","every fifteen of your skin is a mad name I have got to find
"
